e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45,e46,e47,e48,e49,integer,log_integer
3,4,0,1,1,0,2,3,1,1,4,0,2,1,2,0,1,0,1,4,0,1,3,0,2,4,2,0,3,0,0,0,3,2,1,2,0,2,1,0,3,2,1,1,0,3,0,0,4,3,773984964677803412987296717062804642908335383950525253468197356043729618849760354424074503134947991835328177521881237547574027695448,303.68502944415206
2,2,0,0,2,2,0,1,3,2,3,3,2,4,0,4,4,3,3,3,1,1,3,1,1,4,4,3,2,4,4,0,1,2,4,2,2,3,4,4,3,2,0,1,3,2,0,0,1,3,39520783196671898305419051321018310493295693154849788772748526935615247636942053839814908809981458185652622186649083072053144091092018947251894843122536985472581711482785520049756366629799416384203165804,466.49643038221603
4,4,3,3,4,2,3,1,2,3,4,1,0,2,3,1,0,3,1,3,4,1,3,2,1,3,4,3,4,2,2,3,4,3,4,3,4,2,3,0,1,0,0,1,4,2,3,2,2,1,3931112194070542059125920114804738866542313588196551958564581903601379022062209968420210067125051636301215916874778381898062818147458979265845272695915362255007671673137837594197137085285397790888008169234000,478.00403663664713
1,4,0,0,1,0,1,3,0,4,4,3,4,2,1,0,4,2,0,3,0,0,4,1,0,3,1,4,0,1,2,0,3,1,1,0,1,3,1,3,3,1,3,2,4,1,1,3,1,0,3918071225813316184570549190015614764922047666855925830571851124963721169984735668635657041610499616101281553628864450273083892513202082832556207891066800378,360.56887400555365
0,2,4,1,0,4,4,4,2,4,2,4,3,4,3,0,1,1,2,1,0,3,2,2,3,0,0,0,3,0,3,2,4,2,4,4,0,1,0,2,0,0,2,1,0,4,1,4,2,4,1797352026581662648716290701446382838783825284330140249436861417437545891852291089363655857864053116217109645745017750301682648140040034643871423178514649358331545259044043218125,408.1438759453801
3,2,4,0,3,0,0,0,2,2,0,4,3,3,1,2,1,0,3,2,3,4,0,0,4,3,2,3,4,2,0,1,3,3,1,4,2,3,0,0,4,2,3,4,4,4,2,2,0,1,304778946790531508544427781313211411884902227549790771283141429674662483732413903318287867012068412855907298865172494682510040130992477675664465585215584225467282401866327176840688143393865000,440.908169325092
0,3,4,0,4,2,1,1,2,4,3,4,2,4,1,1,2,4,0,2,2,3,1,4,1,1,2,3,2,2,4,4,2,1,3,4,1,0,3,3,3,1,0,0,0,4,2,3,4,1,164729339064855861881522771439442663742362232686167687480527990864048410728453443234255271188351137477224740826060074166417799237239302401848416194863277312806897632560967172432087255524733845326875,454.10839689155677
0,0,0,2,4,0,0,0,0,1,1,1,1,3,1,1,2,2,0,0,2,4,0,3,0,2,4,4,3,2,0,2,3,1,2,2,2,1,0,0,4,2,1,4,1,2,2,3,3,1,1048507079743957778976057603798700175016809907228096942166886973583531306956779689412915977829073966936254081139831171971828093666937869269538639844090101993,359.2506418306675
0,1,1,2,4,2,1,3,2,4,3,2,3,4,4,3,4,1,3,3,2,2,4,0,1,0,1,3,2,4,3,3,2,2,3,1,0,4,4,4,0,0,3,0,0,2,3,0,2,2,4739367175123733249109927180909497254876786321785447576538284487523140626341374526987254466179048621783390010157377579696497616327831344170048103673479888607255720940450349651659484807366914465105,450.55999675327513
4,4,1,0,4,0,1,1,0,1,3,3,1,4,2,2,4,4,3,4,2,4,4,4,4,2,1,1,0,3,0,3,4,2,4,2,2,2,2,0,1,3,2,3,2,0,4,2,1,4,27716521654500917415835946617482306200339175868379585925042262701781603183069467664127602322330770000744110803513877226195881538842945279688237374204759522505789209464128236333549090048347188185336298219297680,479.95714293477636
3,3,2,4,2,1,1,1,3,3,2,2,3,4,0,2,4,1,2,3,0,4,0,0,2,1,1,2,2,2,1,4,4,4,1,2,4,0,4,2,2,2,4,4,4,2,4,1,4,3,5154871082320182590650709871574829011887600206053677603316436459980996808384149487171691718846137569288671127200666006403357526382872623535830070611856841729858250536184960364548582872436624726798916479814900900600,492.0905669166086
0,1,4,1,0,1,4,1,3,0,3,3,3,1,2,0,4,3,3,0,4,1,3,1,1,3,2,0,2,0,2,0,4,4,3,0,0,4,3,0,2,4,2,1,0,2,1,3,4,1,12184384389275231461398182014306248864223616435233640754086815321162384564456928654241410698892448644333302900916891628374522594189573813191283172126152073618423864591960530625,403.1499613447521
4,4,1,2,3,0,2,4,0,3,4,1,4,3,3,1,2,2,0,3,1,0,3,2,1,3,3,2,4,4,2,4,4,2,3,3,4,2,2,0,3,3,1,1,4,0,0,1,3,4,1624054214409112309716531656325845082136842355054930159071191929208207100132402583197885264686212901238625642606808180112081527757872338741334048758444326070719678127886015872004850303622693040417136438981360,477.12003987420655
2,2,1,3,1,1,4,1,1,2,4,3,2,1,0,2,1,0,0,0,2,0,2,4,0,0,0,3,3,3,0,1,2,1,4,4,2,0,4,1,2,3,3,1,4,1,4,1,4,2,1096259522537205629010643382497534797566325466370807425626308324316168193452249509941745071323800820021855592283983848085875300825384334508072817833480250927612036198825780,393.8339548531133
0,1,1,3,4,4,1,3,4,2,2,0,2,2,2,3,1,2,2,1,2,3,3,4,2,4,2,3,0,3,4,0,4,0,1,4,2,3,4,4,3,4,3,3,4,4,2,3,4,2,185656043079161632796194034661672711039566539025457985687934186256315416746094428529896786496599360611012072718603575213164359650415876944610507297426793786398882926630227103938886005401104494900434162494257983766287332529663491623870505,544.0288074916247
0,1,2,0,3,1,3,4,4,3,0,3,0,3,1,1,0,3,4,0,4,1,2,3,4,0,2,1,0,2,4,0,2,1,1,3,0,4,3,4,3,1,3,2,2,0,1,1,1,4,1145726778686908367432939822926745387291703170963614875560278696203428409923679155437518936586950017049287495492331827321653495511328780507805270711524042906679123079718580055925,407.69360063680057
2,3,4,3,4,3,0,0,2,1,4,3,1,4,4,4,2,3,4,2,1,3,4,0,0,1,4,0,3,2,4,1,4,0,3,2,4,2,4,1,1,1,2,1,0,2,1,0,1,2,3317397583469876373052289369572570866865238470429277587568502945543977397871317590988245347242318624153606033550936820042894796216983895158861981094678746695377581516578937640334593697500,429.48000791204106
4,3,2,2,2,4,0,1,4,1,4,2,0,1,3,2,3,1,3,2,4,0,4,3,4,4,2,2,4,4,0,4,0,3,1,4,0,2,0,4,0,4,3,0,0,2,3,3,3,2,57339627297163826745764765748765239879317576725564813229451146971673249506543650985576624624718851234500556261053165036904290307362470401706564561546345206789129097137129250966037256388103585255000775600,466.8685956523622
1,3,0,4,2,1,1,4,1,0,0,2,0,0,4,4,4,1,0,0,1,2,2,1,1,2,0,1,3,2,2,0,3,4,0,2,3,2,4,4,3,3,0,1,2,2,3,1,1,4,66056775058632811072896895479655257188232502853891002492062838787259880787147374599624970452893717029390659892156214842150180402167595339719075251407425741313057276352142,391.024810223403
2,1,1,3,1,1,1,1,3,2,0,1,0,2,4,2,2,4,1,2,3,3,3,0,2,1,3,0,4,1,3,0,1,0,4,2,1,3,0,2,2,1,4,2,4,3,2,1,3,4,18864126026767396957705472584894702964983751058968833893441333056917400961517808453841220892946296410090481319050815583185460148952716875169120258976661173485385705703029921731154260,417.4025787635092
3,0,2,1,0,3,2,2,2,0,1,1,2,3,1,1,2,0,4,4,0,3,1,2,4,2,1,1,3,1,4,4,3,2,0,3,4,3,3,1,2,3,0,4,0,1,1,1,0,2,196189246633121766435624074066807413496084022533338594388326867826498614081771079762543328423804189262655104085259734571706028133535955860327799743522862501828143705788295400,399.0211306394211
4,3,4,0,2,2,2,2,4,3,2,3,0,2,1,2,3,3,0,0,3,4,1,1,1,3,4,1,2,3,0,2,0,3,4,1,4,1,3,1,1,1,3,4,4,1,2,4,3,1,38113235437695614950805030984807946195145595807993239884753023332147113085218135799591964182137290191686812306652182355042950032733281707681108846430481550178293474627703006015712327351589390000,445.73689946348077
4,3,0,1,0,3,4,3,2,1,2,0,4,1,0,2,0,3,2,2,1,1,4,0,1,2,3,3,4,1,1,2,3,0,3,2,0,3,2,0,2,3,0,0,3,2,4,3,0,3,440955748577792753846669256948338487793690733972717040772354784799613134673198069950265162900702947564902656035637727239369539570071971724628025830526157972718688077456,386.0154848710686
2,2,4,3,2,0,1,1,4,0,3,0,3,0,4,2,3,2,4,4,2,1,4,2,3,3,4,2,1,4,3,4,0,1,4,1,2,0,3,4,3,2,1,2,4,0,0,0,2,2,11061737844076502732086864650948016343327216096127919520730949416493797368213375998553394503360786542827524556614470896696727241961648492082519453436825214160069603767980835181604251082110035157500,451.40758524634884
0,1,2,1,0,3,4,0,0,2,4,4,4,0,3,3,3,2,1,3,4,0,4,2,2,4,2,1,3,0,3,1,4,2,0,0,3,3,2,4,0,1,1,1,3,1,3,0,4,0,333927847476603156032271985240603923768803335336361704640709843913772135261112364768686661156477336881847193985571771399379657749761861529448432806495178170829855530145231980816768275,420.2762416830489
3,2,0,1,2,4,4,1,0,1,1,2,2,3,2,0,1,2,3,2,1,0,3,0,1,4,2,0,3,0,1,3,2,3,4,4,0,3,0,3,3,2,3,3,1,0,0,1,4,1,40229722386156688772990257199925055054017063719476272267813200606550685456545584005342771108759614061894234068406622290934448322403719997366050737366981690065685026952,383.62114642928816
1,0,4,2,3,4,0,2,2,0,1,2,1,1,4,0,3,2,2,1,4,2,2,3,1,4,1,1,1,2,2,4,3,4,4,1,3,3,0,4,3,3,3,1,4,0,1,1,1,3,237194660087423752247253041731868322508108133399823373404105226266407751514626604472248509358046791805590250082328363708980371581753437087259650141432841907579927590150881896082169043201499061250,447.56521900944796
3,1,4,3,3,1,2,1,4,0,4,3,2,0,3,2,1,1,1,3,0,2,0,1,4,2,0,4,2,1,2,4,3,4,3,2,3,3,4,2,3,0,4,4,3,1,1,1,3,2,1491290199330816741636489110002969887863058708419832802624570628710184104840083417925134998895431618115418107675640111654004517370670080742958675305749104372045073297643426373887830946723065618550865000,463.21924534267174
0,4,1,2,2,1,4,3,1,2,4,2,1,3,3,1,4,4,0,3,4,0,1,0,2,3,0,4,4,2,2,0,0,3,1,4,3,3,0,1,2,3,1,3,2,0,3,0,1,3,6414451983017267001730697797416959933919355976853425109235981799418339897452202474646360241636463377217725431827457103558657498299627923252830454237714369957132202049421683775009735,416.32387030591366
4,0,4,3,0,0,4,1,3,2,1,0,1,2,4,1,3,2,0,1,4,0,0,1,1,1,4,0,4,4,0,2,4,1,0,2,1,2,1,2,0,0,4,0,0,2,0,0,1,3,6761436382983520127807270731195009493257235023298398418802088843669506853637629696125637609501500119193459216908835667419721892095512230000,319.6679781833518
2,1,1,3,1,0,0,0,1,1,3,0,3,0,1,0,0,1,1,0,4,4,1,3,1,4,4,2,3,0,3,3,2,1,0,3,2,4,2,4,0,2,1,1,0,3,1,4,4,4,42328936444933462984153199356796071483955495663795774920549779773940001930128009594142645456756532575842396083212102021628879351329706440453037588761340679076308396454254060,397.4875218308726
1,4,0,4,1,4,1,0,2,4,1,4,2,1,1,3,2,1,3,2,1,3,2,4,1,4,0,3,2,3,1,1,4,1,0,1,4,0,3,1,4,1,2,0,2,4,1,0,0,4,349592424163745944869368307354246209432900239739009607390996352339031023629105866134442405832851422464473910690329369733261215195579011881019575294491533847704852177753316630358,406.50657415449837
1,3,0,3,0,1,4,4,2,0,1,3,1,2,1,4,0,2,3,0,0,1,3,2,0,4,0,2,4,4,1,3,4,3,0,4,0,2,4,3,1,3,1,2,1,0,2,0,0,4,1839185422590101957070340719664900159631051566907629908954658896825177206506732442322400349428370855678404957594424439684534786016423019955908590157512424979939464808218298,394.3513736704658
3,4,1,0,4,4,3,0,4,1,1,0,0,1,2,0,2,2,0,1,1,1,2,3,4,3,3,4,0,1,2,4,0,3,2,2,0,2,4,0,0,3,1,1,2,4,3,1,0,2,1179626496151528346618316991306140235710263605544179284076936219815525440097967973148998723805776402235213917173121325951977924152425978875357376809699110369899480,373.18398292472205
1,0,0,1,3,4,1,0,4,0,4,4,0,2,4,3,4,0,2,3,4,0,0,4,3,3,3,2,0,4,4,0,2,4,0,1,0,0,2,0,3,1,0,3,0,2,4,0,4,4,12859435889184363179884078716416146581304397563410560304649292522740714836064520693228839731323203927383319935641546374142469700625136544887950833249670173458256934216216373464930282,417.0193945912378
3,2,3,2,4,2,3,3,3,1,1,3,3,3,2,0,2,3,1,2,0,3,2,2,0,1,2,1,1,4,2,1,0,4,2,4,3,0,1,4,4,2,2,4,3,2,2,2,1,3,59145556367825745582333788817764610812596408494996467058477393681505774010314740796870638880511463904964557684094608728290795326021066102149887430890657674295180033711685429993473402079359361000,446.1763393176549
2,4,2,2,0,1,3,2,3,1,4,4,0,4,4,2,1,3,2,0,0,2,2,0,3,4,4,1,0,4,4,1,2,3,2,1,1,1,4,3,4,4,1,3,1,1,1,1,3,0,2445725915570363772511773637483730599298232803084025170428865707400624015203538954968071342608206670714091954603828292529481593703986057976207990637322921261417850265280666457159761864466900,436.08292455271976
1,3,1,1,1,3,0,0,1,3,2,3,1,1,2,4,4,0,1,2,0,4,3,0,3,2,4,2,0,1,1,0,2,1,1,3,1,4,1,0,1,0,2,0,4,2,0,2,2,1,3404964059836921599039252695765773026468789942666686035563733558875493783771046633850673933379282371645205216017341517502396253284864097407313323730,339.7052430545565
4,4,2,3,4,4,3,4,0,1,4,1,3,2,1,4,2,0,1,4,3,1,3,2,2,1,4,2,2,3,3,1,3,0,3,2,2,3,3,0,1,0,4,4,1,3,1,4,0,0,16717989916803561705945243365519923088295704111787764557541495458193470463789809740827847795022826044551670781995225232786029254519461873879653618174154504100074848873887990290318218268312302800,444.9128232349994
0,2,1,4,3,1,1,2,0,0,3,2,1,2,2,3,4,3,2,4,2,3,2,4,3,0,1,2,2,1,0,0,4,1,2,3,0,3,1,4,0,0,0,1,4,3,0,2,4,1,1008751587518096511743553224460829685813281999935870751232014109540551252354819637629645456393408747656331845790163974313198415617166323798280046519857519299433802563394935,393.7507644163304
4,0,4,0,3,3,2,3,3,2,0,4,0,0,4,0,4,0,0,0,3,1,0,1,4,0,0,0,2,3,4,2,4,1,2,1,4,3,0,0,3,2,2,1,0,1,2,2,1,4,191432122654274944811731155303367060596393036102650156928936955270282563059926283345419708020495077728889124883183166445265354433167528607115527275392077170000,364.45780780196776
3,4,4,4,4,4,3,1,3,1,0,1,3,0,4,4,0,3,2,2,1,1,2,1,3,4,4,3,3,1,4,4,0,0,2,0,1,0,1,2,1,4,1,1,3,1,3,1,0,3,16556998025295133210205100100180474079010020438769248392026531047066039307867120666419520619058922228614419444156777726625730120669989108980298125681903621684557944592996788745000,410.3643703138045
3,0,1,1,4,3,0,3,0,0,4,2,4,3,1,1,3,1,3,3,4,3,0,4,0,4,4,1,2,2,2,3,2,2,0,4,3,3,2,0,2,4,4,0,2,4,2,0,2,0,201020465791679846516119660220426844795637522329787563859239093531059144537438195116320840107481758904224308079702108360850727186811044568734232500798950777680953442105596893296985367955968489720,447.39974457759166
0,4,2,1,3,4,1,3,0,0,0,4,2,4,2,0,3,3,1,3,4,3,1,0,1,0,1,3,4,2,2,2,4,4,1,3,0,2,2,1,3,3,3,1,2,0,0,0,2,4,25795203741147241512367312873797632371643539159289877338237551343437574184334855574540071441341410954104303019485177535114327415838837562208008793400751504959046947725598423113075,410.80775003308594
4,2,0,3,3,3,0,1,1,0,4,2,3,1,1,0,3,4,2,3,4,0,1,4,2,0,1,1,2,2,3,1,1,0,0,2,1,3,4,2,2,4,4,1,2,4,3,2,3,3,55295869702684259717743344239410526899844234463827403579344107726733864486035379526822032758340854259189236536079533288407988126845171514436087202045426782154329658101269683125959274783056,432.29352551371073
3,0,0,1,0,0,4,4,2,0,4,1,3,1,0,3,3,4,4,0,3,3,2,1,2,4,1,3,2,3,1,0,1,4,0,4,0,3,1,4,0,3,2,4,0,3,1,1,0,3,202845821706581043380370594024095828108800875050960317814815305321323785897863884709477119482006196047623459682623084182937823481072721157107576022266081859588020760152952559792936,412.87000765144006
2,1,2,2,0,0,2,2,4,4,1,0,3,4,3,2,3,0,0,0,0,1,1,1,1,0,3,3,0,1,1,1,3,3,2,2,1,3,3,4,1,1,2,4,2,4,1,4,1,1,507880978623722082820246341939999731165655688915262543505930718760830784275044569286118036075588750582976964510076090968004384664095575830107240062248947387639996929300,386.1567874700971
2,1,1,2,0,3,3,3,2,2,1,3,2,2,3,1,0,1,1,1,0,3,1,4,1,2,1,1,2,1,3,4,2,1,2,3,1,1,3,4,2,2,0,0,2,0,1,1,4,1,424644490796408752379400390627764776417395698918718576704568672669142011869971367122623520088118199991955973655143733305843668630894199149518395404887596314060,365.25452683369696
0,0,0,1,2,2,3,0,1,1,1,2,4,3,3,0,3,2,4,3,3,2,3,0,2,3,2,0,2,3,1,4,0,0,3,1,2,1,4,2,4,2,4,1,2,2,1,4,4,4,553700822438679115762033749008119706196204062664175767517316320618176693640049009166157763223760878784449156193539348757839898121160473408239849495544842069004625301416194181932523356248981041811417,455.3207176430174
1,3,3,1,1,3,2,4,2,1,0,0,2,2,1,3,2,1,3,3,2,2,1,4,2,2,1,4,1,0,4,2,2,1,2,2,4,2,4,4,3,0,1,1,4,4,2,2,1,0,133526780152703366117381571382123100949018825394698380606176622899649931644327861462743074240521183539951833795667409231436358069620863030373253127032343166176632736787371426242666156412250,433.17512935501003
4,2,2,4,2,3,1,4,1,1,4,3,1,4,2,4,3,0,2,2,2,3,4,4,2,2,4,1,3,1,0,1,1,4,1,4,3,1,3,1,0,2,1,4,2,2,1,0,3,4,57015657889357619390130379809859331693006146150413425007803623544022879200463134492753054176937115354755773372702365160779932387035632379213782138133413125922141101740094319965915422106356476157035600,459.9551743427458
0,1,2,1,2,1,1,3,4,0,2,0,2,0,3,4,4,4,4,3,1,4,2,4,1,2,2,4,3,4,0,0,1,0,4,4,1,1,1,3,3,0,1,4,1,1,4,3,1,0,3558691747576970121170082666247618701085325968780351978868134047425849588936361667019175879833225049525141317405206766614287883046860380513807921508300011784610391865428783560532578840947425,436.4579755665631
3,4,4,4,1,2,4,3,2,0,3,3,1,3,1,1,0,2,4,4,3,1,1,4,2,1,0,0,2,1,1,4,0,2,4,1,4,1,0,3,4,0,0,2,2,3,0,3,2,3,5780567923264710898115561598761660999994056887946267009500446586213887852615835589450161483464862688020294363111272799222118846398757024701295079626111155780680958407984653685000,409.3120633944237
2,0,0,2,0,1,3,4,2,3,2,3,3,3,2,0,4,0,2,2,2,4,4,2,2,4,4,2,0,2,2,4,1,1,3,0,4,2,0,2,4,2,2,1,4,0,4,0,3,4,14053191302126770529392573912781382040615940078327135327080054944444761989286409555434287555425313852192891012327206182802503147451099993730737476846829072988219538471327914537892225574542715543493393708,465.4624532007322
4,1,0,3,3,1,0,1,0,3,2,2,2,0,3,2,1,3,2,1,2,1,4,4,2,1,2,0,4,0,3,2,2,0,1,3,2,4,2,3,2,1,0,2,0,1,1,4,0,3,148517572683407972044066555661041085262178236918373337893358864039147161135335504721974658917991332829541434469352928655848825746513676567587270344198643461346091344,378.01948835084556
3,2,3,3,1,2,0,4,3,2,0,1,1,1,3,1,4,2,0,2,4,3,2,0,1,4,2,3,4,3,3,1,1,1,4,3,2,4,3,0,0,0,4,4,3,3,4,1,2,4,7879757857483257663044409926455515295119290999524788238549115638693863062464570508089467060506210495984815645731061252897235688846856582242273639929852482759645838510189083866227064454461869957941396569000,471.7916561454372
0,0,1,4,4,0,3,1,2,3,1,3,3,2,2,1,3,4,1,3,2,1,3,4,3,4,3,3,3,4,1,3,1,1,3,4,4,1,2,0,4,0,3,4,3,4,2,0,3,3,2635113231434820267869267277775871315215079325050712701809769732290535135033860391857696454108641525840608569795098623219803729123568897589344413111356647241053153895163176311151251184917617491211263813992306088245618994115,512.1428167978297
1,3,0,2,0,2,4,0,1,0,2,3,4,4,3,0,4,1,1,2,3,4,3,3,1,0,1,1,1,1,1,0,3,0,1,2,3,0,0,4,0,1,4,0,0,0,0,1,1,0,39488575783997672367656679666960889021427650905947968082470481915659293768218195490645772425224624005025897030100855130538784371873418,307.61724368463047
3,4,4,4,4,1,0,1,0,2,1,3,4,2,0,1,3,1,2,2,3,0,2,2,4,2,1,4,3,2,1,3,0,2,4,2,1,2,3,0,4,0,0,3,4,1,4,3,1,1,4750064773752179934659019927610735191792611296142970498352357364457771926408738886420837872006126339595393941329120042445709851594645330400324764093533823425266724849204824831364785000,422.9312302724433
1,3,4,3,3,3,1,2,4,0,1,4,1,3,2,1,3,3,0,2,0,3,2,4,0,4,0,4,1,0,2,1,4,2,1,3,1,0,1,3,2,4,0,4,1,2,4,3,2,4,111455597104452365809822812620745731532024906727684666014070884021779381871036732402829317837487696587296506481284448112555029818860214382087271048388429709489527906030608404583706832208903750,439.9022088552122
2,4,4,2,3,4,3,0,0,1,4,1,0,4,4,2,0,1,0,1,4,3,4,1,3,4,3,4,0,2,1,4,3,2,0,4,3,4,0,3,2,4,3,0,1,1,4,2,4,2,6744967422511272665298082100184613194617960913231999892278095904333783874087676000611654452485843125607866985080843675940191882728410595633137340551960721362377494617489726948563737599694873347955367932367500,478.54391090954323
3,1,2,2,1,4,0,4,1,4,3,4,2,0,0,1,4,3,2,3,0,2,3,2,1,4,4,4,0,4,4,2,0,3,1,3,3,2,4,0,1,0,2,4,2,1,1,0,2,2,5797324462761387627971555944960612706243511244247380524595859739871170735468027058547854688211013517774161916905994721406215469985422656584917712174869951142322720626462651234640279429262200,436.94597908747176
2,3,2,0,4,3,4,2,4,3,0,4,4,1,3,1,1,2,1,0,3,3,0,1,1,4,1,0,4,1,3,4,0,1,3,2,4,3,2,4,0,4,1,4,2,3,3,4,3,3,11004752709036963360455531730713606018229351910829409316592136235448280738199179912667543614215902305958217872455044825553217314081142241393957509234204463831193354038183660613061909119913241779044224562004365300,485.9411967726929
1,4,4,4,2,2,0,3,1,4,4,2,2,3,1,0,4,4,2,0,0,1,1,3,3,0,3,1,1,1,2,3,2,2,1,2,4,4,0,4,4,4,3,0,1,0,0,3,4,0,15406546045569458758335894655310302281809855363891898281262108185866396649085636619724198742771613197913608269873571136276666820174146229097081578953442637274624213638452786348845848750,424.1078645049083
4,2,1,3,0,3,2,2,4,2,0,4,1,0,0,2,1,4,0,2,1,3,1,0,0,4,1,4,1,1,1,4,4,2,0,3,1,0,2,0,2,4,3,0,4,0,3,3,1,4,55134560415322069259311761374401466538356567274159123407370780086490631504935496452023517760161028462431060548598061459001830475002263432406760120313292034653728133879920,390.84407237329964
0,3,0,0,0,3,2,4,1,0,3,1,2,1,2,1,0,4,3,3,1,1,4,1,3,0,2,0,1,2,4,4,2,3,2,1,3,1,3,4,3,1,2,1,4,2,4,3,4,2,10660551400981588466979619721634751988945703631069471852327904934653529530785670783159085723325317450321243351506195674137624869923725161871831227518191901586590601047981694889827063142129442912599,451.3706432774097
0,2,1,3,2,4,2,2,3,1,0,1,2,2,3,3,3,2,0,3,3,2,4,3,0,3,3,3,2,1,1,1,4,3,1,3,4,3,3,3,1,3,3,0,4,0,0,2,0,1,9332561896879153450699594841660419437511640493735629867209843631427114565189101586020831205723474866561783033913977303981827219195529753466162128131544374568391364666641467821677103518915035,437.4220921400599
0,0,1,3,3,2,1,4,0,2,1,4,3,3,3,4,0,0,3,3,2,2,2,3,0,0,3,2,0,0,4,3,0,2,1,0,0,0,2,3,1,2,4,3,3,0,1,3,4,2,1385533913553950299266895092980011902185662232512986739225808537281140632231481170685980595642421307782107800816877460223522349666657500846405119550821225593604460472222145,394.06813646448705
3,1,2,1,1,3,2,0,2,0,1,2,0,0,1,4,0,1,3,2,1,2,2,4,0,1,4,2,2,1,0,3,4,3,4,1,4,3,1,3,0,1,3,3,3,4,2,4,4,1,2036991092256058455292982287037553650253803433207383039358129074571478649981576181810778705472581372136522980575319714951629544775255003112070788071233911279468839682769591531294639953724200,435.9000563401378
3,0,4,2,1,3,3,4,1,2,3,1,2,1,2,0,4,4,4,2,4,4,0,4,4,3,1,1,4,2,1,3,0,0,4,0,0,3,4,3,2,3,4,4,4,4,4,2,4,0,14722614818339495381826048783263027458013483814618580167324076431817769883369514596363751018978891749716921669646959527356433888538640633983734628195937431359897272173972463764675772758846183307957797099135291591934387187795000,520.7710306583009
3,1,0,3,1,3,2,1,2,2,4,1,0,0,3,0,2,1,3,4,0,4,0,4,1,3,3,0,2,0,3,3,1,0,4,1,4,1,3,2,3,2,4,3,3,0,1,1,2,2,10049851707225356633164673557521310384077043709319938719318646521118674225030442645922894089891477797355405918350954929761683164864341741550756862945043733249184450447647527503896,409.86511933884236
2,0,3,3,4,1,4,0,4,3,2,2,0,2,0,1,1,4,4,0,0,3,3,1,3,3,3,3,1,2,0,2,4,4,1,1,2,0,3,4,1,2,4,3,1,3,3,0,1,2,88284877926830141998584085809005530599568800874743754337949531083654289974669462206583386917333599810444235461833799499929007155272266758192086807556414546525329510209120878297044854906500,432.7613961319293
0,3,2,4,3,1,3,2,0,3,4,2,4,3,0,3,1,2,4,3,1,1,2,3,0,0,1,4,4,2,1,1,0,3,2,3,4,3,3,2,4,3,3,2,4,2,4,0,0,1,2966238060285898901439840406740524336264765335974451910803704666801356637815313858726583519824868647283737978715632334846740118589630876741494018568493788979043001206540540893577678891652376038386902225,463.9068981953749
0,3,0,1,0,4,2,2,1,2,2,4,1,2,2,2,3,4,0,4,3,0,4,0,0,0,4,1,3,0,2,0,3,4,4,0,0,1,2,0,4,1,3,0,1,1,3,2,1,3,430584062409240840463286980579628411705704189246371430334899691751508571524265085007239515950757025107100433201372292743819268454089280213129427416910523215598412297,379.08392763676153
0,1,4,2,1,0,2,0,2,1,2,2,2,1,0,1,4,4,4,1,2,3,3,1,3,2,4,2,2,0,3,0,3,4,0,3,1,3,1,2,1,0,1,1,3,1,1,2,1,0,56831824651511696276419767663730888258318902153322985693612858580211593607113954929921219625988447206633514004561183906798334840924760749683346013115457924489375,370.15112624803515
2,1,3,2,4,1,4,1,1,0,4,3,1,1,1,3,2,4,0,3,0,4,2,0,1,2,1,0,2,0,0,3,3,2,4,0,3,0,3,2,2,0,0,2,2,2,1,3,3,2,129113498255076885064217653224153775511634575320205308264294955862403784766580770211679152871859298741002989099921754701773886292419663048439856312970566373104500,370.97172163502483
1,3,2,2,4,1,4,1,1,4,4,0,1,4,3,3,4,4,1,4,3,4,4,2,4,3,4,0,0,0,3,4,1,4,4,2,3,1,2,4,4,1,1,2,2,1,1,3,0,1,324697765694193120394303527821312733881880724677536413304651031407707987059918776624512021130835417315877356764082007581544936880416022930642846581660956493007929935588985452575099407788437254789211893205282839534950,496.23351960567794
3,2,2,3,2,2,4,2,1,1,4,3,3,1,3,4,4,1,3,2,0,0,1,4,0,0,0,4,0,0,4,1,1,2,2,3,2,2,1,2,1,3,2,3,4,1,2,1,4,4,3011425409540231350656171870046900813084733670005126585819826858379632639769168263141327325768103376288776316026449492765628758388955203099200628663214261032530766245395047535407601018600,429.38324082154685
1,0,3,3,2,3,4,4,1,0,4,2,1,3,2,3,4,0,1,1,2,1,1,3,2,4,1,0,3,2,4,4,3,2,4,1,2,0,3,0,2,4,0,2,4,4,0,2,1,2,1066831398632595901438741042878560538810794121768948412545671297720315565043656725752586804994326753505207190134542554813074684088800468762803414023863098545965201002773748801189075441204876750,442.16103080028836
3,3,3,3,3,0,3,0,0,1,1,3,2,2,1,4,2,4,0,1,3,0,1,4,4,4,4,2,4,2,2,4,4,2,0,1,3,2,3,2,3,4,1,2,0,4,4,1,3,0,11714853745365386890473509455616740507265800896899444080475269133492959083654495478265955928283158382278446751473862101590222261789455651881864145232646782309462183370600338959117525553706146129848867767000,472.1882165582767
